shipment_id,carrier,ship_date,status,origin,destination,freight_cost,Expected Delivery Date,Delivered Date,delay_days
SHO2581,BLUEDART,19/09/2025,Delivered,Bangalore,Chennai,433.48,25/09/2025,25/09/2025,0
SHO2582,DHL,24/04/2024,Delivered,Hyderabad,Chennai,268.3,27/04/2024,02/05/2024,5
SHO2587,DHL,18/01/2026,Accepted,Delhi,Bangalore,165.99,23/01/2026,,
SHO2593,FEDEX,27/05/2024,In Transit,Pune,Mumbai,97.99,29/05/2024,,
SHO2604,DHL,28/01/2026,In Transit,Mumbai,Bangalore,75.36,02/02/2026,,
SHO2609,FEDEX,28/10/2024,Accepted,Hyderabad,Delhi,99.17,31/10/2024,,
SHO2612,DHL,20/06/2024,Delayed,Hyderabad,Delhi,140.65,27/06/2024,28/06/2024,
SHO2613,FEDEX,28/01/2025,Delayed,Hyderabad,Chennai,129.35,04/02/2025,05/02/2025,
SHO2615,BLUEDART,24/01/2026,Delayed,Chennai,Mumbai,472.79,26/01/2026,29/01/2026,
SHO2622,FEDEX,06/01/2026,Delayed,Mumbai,Pune,187.32,13/01/2026,20/01/2026,
SHO2631,DHL,11/09/2024,In Transit,Hyderabad,Chennai,484.52,14/09/2024,,
SHO2633,DHL,29/03/2026,Accepted,Mumbai,Hyderabad,226.34,03/04/2026,,
SHO2638,FEDEX,27/03/2026,Pending,Bangalore,Pune,47.74,31/03/2026,,
SHO2654,FEDEX,11/04/2026,Delivered,Delhi,Bangalore,383.36,15/04/2026,15/04/2026,0
SHO2655,BLUEDART,25/03/2024,Delivered,Bangalore,Pune,205.23,29/03/2024,29/03/2024,0
SHO2659,DHL,07/06/2025,In Transit,Delhi,Pune,1.63,12/06/2025,,
SHO2661,FEDEX,26/07/2024,Accepted,Pune,Delhi,348.03,02/08/2024,,
SHO2662,FEDEX,24/11/2025,Delayed,Pune,Delhi,285.67,27/11/2025,29/11/2025,
SHO2663,FEDEX,25/05/2025,Pending,Bangalore,Mumbai,374.21,30/05/2025,,
SHO2664,DHL,31/05/2025,Delayed,Hyderabad,Mumbai,275.76,07/06/2025,,
SHO2666,FEDEX,18/11/2024,In Transit,Bangalore,Chennai,353.09,20/11/2024,,
SHO2668,DHL,07/11/2025,Delayed,Bangalore,Delhi,182.84,13/11/2025,21/11/2025,
SHO2669,BLUEDART,22/08/2024,Delivered,Pune,Delhi,382.61,26/08/2024,27/08/2024,1
SHO2671,FEDEX,01/11/2024,In Transit,Bangalore,Delhi,65.82,05/11/2024,,
SHO2672,BLUEDART,22/05/2025,Pending,Chennai,Mumbai,131.98,26/05/2025,,
SHO2675,DHL,14/08/2024,Delivered,Mumbai,Pune,92.88,21/08/2024,26/08/2024,5
SHO2678,BLUEDART,02/08/2025,In Transit,Delhi,Pune,163.94,08/09/2025,,
SHO2679,DHL,31/07/2024,Pending,Pune,Delhi,113.85,03/08/2024,,
SHO2681,BLUEDART,22/02/2025,Delivered,Bangalore,Chennai,34.95,28/02/2025,04/03/2025,4
SHO2682,DHL,13/04/2026,Pending,Hyderabad,Mumbai,344.43,18/04/2026,,
SHO2683,DHL,03/02/2025,In Transit,Pune,Chennai,484.36,02/09/2025,,
SHO2684,FEDEX,19/08/2024,Delivered,Bangalore,Delhi,145.22,24/08/2024,24/08/2024,0
SHO2689,BLUEDART,14/10/2025,In Transit,Pune,Delhi,165.86,19/10/2025,,
SHO2693,DHL,08/05/2024,Delivered,Mumbai,Pune,417.71,13/05/2024,16/05/2024,3
SHO2694,BLUEDART,29/05/2025,Delayed,Hyderabad,Bangalore,447.41,05/06/2025,07/06/2025,
SHO2695,FEDEX,27/02/2025,Accepted,Delhi,Chennai,120.9,05/03/2025,,
SHO2706,DHL,19/05/2026,Accepted,Delhi,Pune,372.16,24/05/2026,,
SHO2707,DHL,15/06/2025,Pending,Mumbai,Hyderabad,464.15,19/06/2025,,
SHO2708,BLUEDART,13/10/2025,Delayed,Hyderabad,Bangalore,241.59,17/10/2025,19/10/2025,
SHO2712,DHL,18/01/2024,Delivered,Hyderabad,Mumbai,43.22,24/01/2024,29/01/2024,5
SHO2715,FEDEX,19/05/2024,Delivered,Pune,Bangalore,373.7,26/05/2024,26/05/2024,0
SHO2717,FEDEX,22/01/2025,In Transit,Bangalore,Hyderabad,118.13,27/01/2025,,
SHO2718,BLUEDART,19/11/2024,In Transit,Bangalore,Delhi,182.51,22/11/2024,,
SHO2720,BLUEDART,12/09/2024,Delivered,Mumbai,Chennai,54.69,16/09/2024,15/09/2024,0
SHO2721,BLUEDART,11/07/2025,In Transit,Pune,Bangalore,212.32,14/07/2025,,
SHO2723,FEDEX,26/02/2026,In Transit,Hyderabad,Mumbai,182.2,02/03/2026,,
SHO2728,FEDEX,28/05/2025,In Transit,Bangalore,Pune,79.25,01/06/2025,,
SHO2729,DHL,22/02/2024,In Transit,Delhi,Pune,121.35,25/02/2024,,
SHO2730,BLUEDART,04/02/2025,Pending,Pune,Mumbai,391.73,08/04/2025,,
SHO2731,DHL,03/02/2024,Pending,Hyderabad,Mumbai,162.34,03/08/2024,,
SHO2732,BLUEDART,08/03/2024,Delayed,Chennai,Hyderabad,254.44,07/08/2024,16/08/2024,
SHO2740,DHL,18/07/2024,In Transit,Chennai,Bangalore,74.32,22/07/2024,,
SHO2741,FEDEX,09/06/2024,Delivered,Pune,Delhi,302.09,09/10/2024,09/08/2024,0
SHO2743,BLUEDART,14/03/2024,In Transit,Bangalore,Chennai,375.96,17/03/2024,,
SHO2744,DHL,03/03/2025,Pending,Pune,Delhi,169.46,07/03/2025,,
SHO2747,BLUEDART,20/01/2024,In Transit,Delhi,Bangalore,50.36,22/01/2024,,
SHO2749,FEDEX,17/04/2024,Delayed,Mumbai,Hyderabad,276.29,22/04/2024,27/04/2024,
SHO2750,BLUEDART,24/07/2024,Delivered,Pune,Hyderabad,68.6,29/07/2024,31/07/2024,2
SHO2751,FEDEX,18/05/2024,In Transit,Pune,Chennai,148.38,25/05/2024,,
SHO2752,DHL,31/08/2025,In Transit,Mumbai,Bangalore,210.62,03/09/2025,,
SHO2753,FEDEX,19/01/2024,Delayed,Pune,Chennai,149.64,26/01/2024,01/02/2024,
SHO2754,BLUEDART,13/03/2025,In Transit,Bangalore,Pune,152.22,19/03/2025,,
SHO2755,FEDEX,29/04/2026,Pending,Hyderabad,Bangalore,53.42,05/05/2026,,
SHO2757,FEDEX,15/05/2025,Accepted,Chennai,Bangalore,337.49,20/05/2025,,
SHO2759,BLUEDART,09/03/2026,Delayed,Mumbai,Pune,304.73,16/03/2026,21/03/2026,
SHO2763,BLUEDART,27/05/2024,Accepted,Pune,Bangalore,366.72,29/05/2024,,
SHO2767,DHL,14/01/2026,In Transit,Pune,Hyderabad,101.16,16/01/2026,,
SHO2768,FEDEX,06/06/2024,Pending,Bangalore,Delhi,455.88,13/06/2024,,
SHO2773,FEDEX,15/04/2024,Pending,Chennai,Mumbai,169.39,22/04/2024,,
SHO2775,BLUEDART,09/09/2024,Delayed,Delhi,Mumbai,149.83,12/09/2024,22/09/2024,
SHO2777,FEDEX,20/09/2024,Delayed,Pune,Delhi,326.91,25/09/2024,29/09/2024,
SHO2778,FEDEX,28/11/2024,In Transit,Delhi,Pune,346.81,01/12/2024,,
SHO2787,DHL,15/03/2024,Pending,Chennai,Mumbai,243.85,19/03/2024,,
SHO2790,BLUEDART,20/01/2025,Delivered,Pune,Mumbai,48.39,27/01/2025,31/01/2025,4
SHO2791,BLUEDART,23/01/2024,Delayed,Delhi,Chennai,477.27,25/01/2024,28/01/2024,
SHO2792,FEDEX,03/06/2026,In Transit,Chennai,Bangalore,149.99,06/06/2026,,
SHO2793,BLUEDART,09/05/2025,Delayed,Bangalore,Delhi,411.4,10/09/2025,11/09/2025,
SHO2796,DHL,28/04/2025,Delayed,Hyderabad,Pune,496.07,05/05/2025,14/05/2025,
SHO2800,FEDEX,25/03/2024,Delivered,Chennai,Hyderabad,20.93,29/03/2024,30/03/2024,1
SHO2801,FEDEX,13/06/2024,Delivered,Chennai,Pune,458.42,16/06/2024,14/06/2024,0
SHO2803,DHL,07/09/2024,In Transit,Bangalore,Hyderabad,346.85,07/11/2024,,
SHO2805,DHL,09/09/2024,Delivered,Chennai,Delhi,191.6,15/09/2024,15/09/2024,0
SHO2806,DHL,25/05/2024,Delayed,Bangalore,Delhi,108.21,31/05/2024,04/06/2024,
SHO2814,BLUEDART,11/03/2026,Pending,Hyderabad,Bangalore,139.86,15/03/2026,,
SHO2815,BLUEDART,21/01/2024,Delayed,Hyderabad,Delhi,239.08,28/01/2024,30/01/2024,
SHO2816,FEDEX,15/05/2025,In Transit,Pune,Mumbai,259.98,17/05/2025,,
SHO2818,BLUEDART,07/02/2025,In Transit,Bangalore,Chennai,122.75,14/02/2025,,
SHO2823,BLUEDART,02/05/2024,Delivered,Pune,Chennai,462.72,05/06/2024,05/07/2024,30
SHO2828,DHL,24/07/2024,In Transit,Pune,Chennai,4.15,26/07/2024,,
SHO2835,FEDEX,06/09/2025,Delayed,Delhi,Bangalore,9.98,13/09/2025,,
SHO2836,BLUEDART,14/07/2025,Delivered,Hyderabad,Delhi,424.47,17/07/2025,18/07/2025,1
SHO2839,FEDEX,09/07/2025,Delayed,Pune,Mumbai,297.3,13/07/2025,22/07/2025,
SHO2841,DHL,16/04/2026,Pending,Hyderabad,Mumbai,176.76,23/04/2026,,
SHO2842,BLUEDART,29/05/2025,Delayed,Mumbai,Hyderabad,277.36,31/05/2025,06/06/2025,
SHO2844,DHL,10/03/2024,Accepted,Chennai,Pune,470.7,08/10/2024,,
SHO2846,FEDEX,30/11/2025,Delivered,Chennai,Bangalore,120.89,07/12/2025,10/12/2025,3
SHO2847,BLUEDART,21/03/2025,In Transit,Mumbai,Pune,409.67,25/03/2025,,
SHO2848,DHL,11/06/2025,Pending,Chennai,Delhi,177.74,16/06/2025,,
SHO2851,DHL,16/09/2025,In Transit,Hyderabad,Delhi,63.24,18/09/2025,,
SHO2854,DHL,25/02/2025,Delayed,Mumbai,Chennai,250.15,03/04/2025,14/03/2025,
SHO2857,DHL,23/11/2024,In Transit,Mumbai,Chennai,258.75,30/11/2024,,
SHO2859,BLUEDART,23/03/2025,Pending,Mumbai,Hyderabad,45.82,29/03/2025,,
SHO2861,BLUEDART,05/04/2025,Pending,Delhi,Hyderabad,428.9,11/04/2025,,
SHO2862,DHL,06/12/2025,In Transit,Pune,Chennai,248.49,12/12/2025,,
SHO2869,BLUEDART,28/10/2025,In Transit,Chennai,Pune,99.9,01/11/2025,,
SHO2870,DHL,18/03/2026,Delivered,Bangalore,Hyderabad,148.37,24/03/2026,25/03/2026,1
SHO2876,DHL,25/08/2024,Delayed,Delhi,Chennai,9.78,29/08/2024,02/09/2024,
SHO2877,BLUEDART,21/03/2026,Delivered,Delhi,Chennai,290.55,25/03/2026,30/03/2026,5
SHO2878,DHL,04/01/2024,Delivered,Bangalore,Hyderabad,115.37,06/04/2024,05/04/2024,0
SHO2879,DHL,07/02/2024,Accepted,Mumbai,Delhi,73.65,09/02/2024,,
SHO2882,DHL,03/01/2024,Accepted,Mumbai,Chennai,384.96,01/07/2024,06/01/2024,
SHO2883,DHL,29/11/2024,In Transit,Delhi,Hyderabad,118.06,01/12/2024,,
SHO2886,DHL,17/04/2024,Delivered,Mumbai,Bangalore,374.15,20/04/2024,24/04/2024,4
SHO2892,BLUEDART,21/10/2025,Accepted,Bangalore,Chennai,131.91,24/10/2025,,
SHO2894,FEDEX,24/05/2024,In Transit,Mumbai,Pune,449.45,31/05/2024,,
SHO2895,FEDEX,14/12/2025,Delayed,Pune,Bangalore,423.92,19/12/2025,21/12/2025,
SHO2896,BLUEDART,29/10/2025,Delayed,Chennai,Mumbai,148.92,05/11/2025,15/11/2025,
SHO2900,FEDEX,03/01/2026,Pending,Chennai,Bangalore,409.01,09/01/2026,,
SHO2902,FEDEX,25/10/2024,In Transit,Mumbai,Delhi,291.71,31/10/2024,,
SHO2909,DHL,05/01/2025,Delayed,Chennai,Bangalore,241.37,11/01/2025,01/12/2025,
SHO2910,FEDEX,30/03/2024,Pending,Chennai,Delhi,383.87,02/04/2024,,
SHO2911,BLUEDART,10/04/2024,Delayed,Mumbai,Chennai,150.17,14/04/2024,21/04/2024,
SHO2914,DHL,05/04/2024,Delayed,Delhi,Pune,69.67,12/04/2024,17/04/2024,
SHO2915,DHL,30/03/2025,Delayed,Bangalore,Hyderabad,455.39,04/04/2025,09/04/2025,
SHO2918,BLUEDART,08/05/2026,In Transit,Mumbai,Delhi,70.53,05/10/2026,,
SHO2919,FEDEX,27/12/2025,Accepted,Bangalore,Pune,173.86,30/12/2025,,
SHO2922,FEDEX,20/09/2025,Delayed,Pune,Mumbai,58.08,27/09/2025,04/10/2025,
SHO2925,BLUEDART,05/05/2026,Delivered,Mumbai,Bangalore,354.66,10/05/2026,14/05/2026,4
SHO2929,DHL,03/02/2024,Pending,Delhi,Mumbai,123.06,02/09/2024,,
SHO2931,BLUEDART,27/01/2026,Pending,Mumbai,Hyderabad,217.42,02/02/2026,,
SHO2932,DHL,16/04/2025,Pending,Hyderabad,Pune,112.7,19/04/2025,,
SHO2934,FEDEX,12/10/2024,Delivered,Pune,Delhi,21.19,19/10/2024,24/10/2024,5
SHO2935,BLUEDART,13/01/2024,Pending,Delhi,Hyderabad,66.53,15/01/2024,,
SHO2936,BLUEDART,16/12/2024,Delayed,Delhi,Hyderabad,486.97,23/12/2024,,
SHO2937,BLUEDART,12/06/2025,Accepted,Delhi,Mumbai,348.73,12/12/2025,,
SHO2942,BLUEDART,29/07/2024,Pending,Mumbai,Bangalore,278.42,31/07/2024,,
SHO2943,BLUEDART,02/04/2025,Delayed,Chennai,Hyderabad,135.98,04/08/2025,04/12/2025,
SHO2944,DHL,27/10/2025,Pending,Mumbai,Delhi,434.98,30/10/2025,,
SHO2945,FEDEX,11/11/2024,Delayed,Delhi,Mumbai,174.98,16/11/2024,17/11/2024,
SHO2946,BLUEDART,14/11/2025,Delayed,Bangalore,Pune,371.85,16/11/2025,,
SHO2955,FEDEX,09/03/2026,Delayed,Bangalore,Chennai,398.14,14/03/2026,19/03/2026,
SHO2956,FEDEX,05/03/2025,Pending,Bangalore,Delhi,382.59,03/09/2025,,
SHO2958,FEDEX,12/11/2024,Pending,Mumbai,Delhi,69.28,14/11/2024,,
SHO2959,FEDEX,21/03/2026,In Transit,Mumbai,Bangalore,91.5,27/03/2026,,
SHO2960,FEDEX,17/05/2024,In Transit,Mumbai,Chennai,177.22,19/05/2024,,
SHO2962,DHL,25/03/2025,Accepted,Delhi,Pune,406.15,27/03/2025,,
SHO2964,FEDEX,15/06/2024,In Transit,Mumbai,Pune,98.23,20/06/2024,,
SHO2969,FEDEX,29/07/2024,Pending,Chennai,Mumbai,228.06,02/08/2024,,
SHO2970,BLUEDART,11/09/2024,Pending,Chennai,Mumbai,172.43,14/11/2024,,
SHO2972,BLUEDART,09/02/2026,Accepted,Delhi,Chennai,179.55,15/02/2026,,
SHO2974,FEDEX,14/12/2025,Delayed,Bangalore,Pune,128.79,18/12/2025,23/12/2025,
SHO2976,BLUEDART,04/09/2024,Accepted,Mumbai,Hyderabad,116.19,08/09/2024,,
SHO2977,DHL,13/06/2024,Pending,Bangalore,Mumbai,458.55,18/06/2024,,
SHO2980,BLUEDART,27/02/2024,Pending,Delhi,Pune,269.83,03/03/2024,,
SHO2984,FEDEX,15/02/2026,Delivered,Chennai,Hyderabad,81.65,19/02/2026,18/02/2026,0
SHO2986,FEDEX,23/12/2024,Delayed,Delhi,Bangalore,486.83,30/12/2024,02/01/2025,
SHO2987,FEDEX,23/10/2025,Pending,Bangalore,Mumbai,67.21,26/10/2025,,
SHO2997,FEDEX,08/07/2024,Delayed,Hyderabad,Pune,329.27,15/07/2024,23/07/2024,
SHO2998,DHL,08/02/2025,Delayed,Pune,Mumbai,159.96,04/08/2025,13/08/2025,
SHO3000,FEDEX,29/04/2026,Pending,Pune,Hyderabad,332.51,01/05/2026,,
SHO3001,FEDEX,29/02/2024,Accepted,Chennai,Mumbai,479.19,03/05/2024,,
SHO3002,FEDEX,03/03/2025,Delayed,Chennai,Mumbai,411.46,03/07/2025,16/03/2025,
SHO3019,DHL,31/01/2025,Pending,Chennai,Pune,75.57,02/06/2025,,
SHO3025,DHL,06/06/2025,Delayed,Mumbai,Hyderabad,210.8,08/06/2025,,
SHO3028,BLUEDART,21/09/2024,Delivered,Pune,Chennai,456.52,25/09/2024,28/09/2024,3
SHO3030,DHL,19/02/2024,In Transit,Hyderabad,Bangalore,487.68,23/02/2024,,
SHO3032,DHL,31/07/2024,In Transit,Mumbai,Delhi,122.97,07/08/2024,,
SHO3033,FEDEX,17/02/2026,Delayed,Mumbai,Bangalore,133.53,23/02/2026,05/03/2026,
SHO3034,BLUEDART,10/03/2026,In Transit,Mumbai,Chennai,59.12,17/03/2026,,
SHO3037,FEDEX,30/05/2025,Delayed,Hyderabad,Chennai,127.02,04/06/2025,06/08/2025,
SHO3038,DHL,27/03/2026,Pending,Pune,Bangalore,234.36,31/03/2026,,
SHO3039,DHL,07/11/2025,Delivered,Chennai,Bangalore,428.23,14/11/2025,18/11/2025,4
SHO3049,BLUEDART,16/09/2024,Delayed,Delhi,Chennai,363.1,20/09/2024,28/09/2024,
SHO3050,FEDEX,19/11/2024,In Transit,Delhi,Hyderabad,305.11,23/11/2024,,
SHO3051,FEDEX,05/01/2026,In Transit,Hyderabad,Delhi,193.86,01/09/2026,,
SHO3052,BLUEDART,20/02/2025,Delivered,Hyderabad,Bangalore,231.78,23/02/2025,24/02/2025,1
SHO3053,FEDEX,27/01/2026,In Transit,Mumbai,Bangalore,28.3,01/02/2026,,
SHO3056,DHL,30/12/2024,Accepted,Mumbai,Chennai,306.28,03/01/2025,,
SHO3059,FEDEX,16/02/2024,Delivered,Chennai,Pune,179.51,23/02/2024,27/02/2024,4
SHO3060,FEDEX,31/05/2024,Pending,Delhi,Hyderabad,496.49,04/06/2024,,
SHO3061,BLUEDART,17/05/2026,In Transit,Delhi,Pune,484.43,21/05/2026,,
SHO3067,BLUEDART,23/01/2024,Delayed,Bangalore,Pune,265.93,28/01/2024,06/02/2024,
SHO3072,DHL,16/06/2024,Delayed,Hyderabad,Bangalore,289.56,18/06/2024,,
SHO3076,FEDEX,15/06/2024,Delivered,Bangalore,Delhi,482.9,18/06/2024,22/06/2024,4
SHO3077,BLUEDART,06/03/2025,In Transit,Chennai,Hyderabad,182.38,10/06/2025,,
SHO3078,FEDEX,09/09/2025,Delivered,Pune,Mumbai,254.83,09/12/2025,17/09/2025,0
SHO3080,FEDEX,25/05/2024,Delayed,Delhi,Pune,385.52,27/05/2024,28/05/2024,
SHO3087,FEDEX,20/03/2026,Delayed,Pune,Hyderabad,463.87,22/03/2026,31/03/2026,
SHO3089,DHL,16/12/2024,Pending,Mumbai,Delhi,139.52,20/12/2024,,
SHO3090,DHL,25/08/2025,Accepted,Bangalore,Hyderabad,196.43,29/08/2025,28/08/2025,
SHO3091,DHL,12/06/2026,In Transit,Chennai,Delhi,361.24,15/06/2026,,
SHO3092,FEDEX,13/08/2024,Accepted,Hyderabad,Chennai,404.5,15/08/2024,,
SHO3094,FEDEX,13/08/2024,In Transit,Chennai,Pune,411.47,18/08/2024,,
SHO3095,FEDEX,17/03/2025,Delivered,Mumbai,Bangalore,37.58,23/03/2025,25/03/2025,2
SHO3096,DHL,11/09/2025,Accepted,Hyderabad,Delhi,459.49,14/09/2025,,
SHO3100,FEDEX,15/09/2025,Delivered,Mumbai,Delhi,401.32,17/09/2025,18/09/2025,1
SHO3101,BLUEDART,08/06/2025,In Transit,Pune,Mumbai,290.44,11/08/2025,,
SHO3103,BLUEDART,10/04/2024,Pending,Pune,Mumbai,361.14,16/04/2024,,
SHO3106,FEDEX,24/07/2025,Delayed,Mumbai,Pune,118.53,30/07/2025,,
SHO3108,BLUEDART,21/03/2025,Delayed,Chennai,Bangalore,368.44,28/03/2025,,
SHO3110,DHL,08/02/2026,Pending,Hyderabad,Chennai,324.47,13/02/2026,,
SHO3111,BLUEDART,27/09/2024,Accepted,Delhi,Mumbai,322.59,01/10/2024,,
SHO3112,FEDEX,08/03/2026,Delayed,Chennai,Delhi,309.88,03/12/2026,14/03/2026,
SHO3115,FEDEX,27/05/2026,Delivered,Bangalore,Delhi,108.9,31/05/2026,29/05/2026,0
SHO3117,BLUEDART,24/01/2025,Delayed,Mumbai,Hyderabad,223.67,28/01/2025,,
SHO3119,FEDEX,05/06/2025,Delivered,Mumbai,Bangalore,311.87,08/06/2025,13/06/2025,5
SHO3121,FEDEX,12/05/2025,Delivered,Delhi,Chennai,130.98,08/12/2025,13/12/2025,5
SHO3124,BLUEDART,15/06/2025,Accepted,Chennai,Hyderabad,8.14,18/06/2025,17/06/2025,
SHO3125,FEDEX,08/09/2024,In Transit,Pune,Hyderabad,297.54,15/09/2024,,
SHO3126,DHL,27/01/2025,Pending,Bangalore,Chennai,94.05,30/01/2025,,
SHO3128,FEDEX,03/06/2025,Delivered,Chennai,Pune,113.54,09/06/2025,11/06/2025,2
SHO3129,BLUEDART,22/05/2025,Accepted,Bangalore,Mumbai,161.67,28/05/2025,,
SHO3133,FEDEX,18/07/2025,Delayed,Chennai,Bangalore,426.27,24/07/2025,,
SHO3138,DHL,22/08/2024,In Transit,Bangalore,Delhi,477.14,26/08/2024,,
SHO3140,FEDEX,04/06/2026,Accepted,Hyderabad,Pune,461.85,07/06/2026,,
SHO3142,DHL,11/01/2024,Delayed,Pune,Bangalore,147.27,08/11/2024,15/11/2024,
SHO3151,BLUEDART,27/12/2025,In Transit,Pune,Mumbai,305.71,01/01/2026,,
SHO3155,BLUEDART,09/03/2025,Delivered,Hyderabad,Bangalore,303.36,13/03/2025,17/03/2025,4
SHO3156,FEDEX,19/04/2025,Pending,Mumbai,Delhi,393.63,24/04/2025,,
SHO3158,DHL,25/06/2025,Delivered,Delhi,Hyderabad,417.83,29/06/2025,02/07/2025,3
SHO3159,DHL,31/05/2026,Accepted,Chennai,Pune,246.42,06/06/2026,,
SHO3164,BLUEDART,17/06/2024,Delivered,Mumbai,Hyderabad,196.0,20/06/2024,22/06/2024,2
SHO3167,BLUEDART,13/09/2024,Delivered,Hyderabad,Chennai,303.72,18/09/2024,19/09/2024,1
SHO3173,BLUEDART,18/03/2025,Delayed,Chennai,Hyderabad,191.03,22/03/2025,29/03/2025,
SHO3177,BLUEDART,28/06/2024,Delayed,Hyderabad,Pune,36.06,03/07/2024,,
SHO3179,DHL,03/03/2025,Pending,Chennai,Pune,231.48,03/06/2025,,
SHO3181,FEDEX,16/01/2026,Delayed,Chennai,Bangalore,60.92,19/01/2026,,
SHO3183,DHL,27/06/2026,Delayed,Hyderabad,Bangalore,68.09,02/07/2026,07/04/2026,
SHO3185,DHL,17/10/2025,Delayed,Chennai,Delhi,329.42,22/10/2025,31/10/2025,
SHO3190,BLUEDART,24/03/2025,Accepted,Pune,Delhi,158.4,27/03/2025,29/03/2025,
SHO3192,DHL,30/07/2024,Pending,Mumbai,Bangalore,378.61,06/08/2024,,
SHO3194,BLUEDART,14/03/2026,In Transit,Mumbai,Pune,148.69,18/03/2026,,
SHO3196,FEDEX,20/01/2025,Pending,Bangalore,Delhi,188.55,26/01/2025,,
SHO3199,FEDEX,23/07/2025,Delayed,Delhi,Bangalore,87.3,27/07/2025,28/07/2025,
SHO3200,BLUEDART,19/09/2025,Delayed,Hyderabad,Chennai,422.25,22/09/2025,10/02/2025,
SHO3201,DHL,12/04/2024,Accepted,Delhi,Mumbai,174.93,10/12/2024,,
SHO3202,FEDEX,28/02/2024,In Transit,Hyderabad,Delhi,291.57,03/04/2024,,
SHO3208,FEDEX,12/10/2024,Delayed,Delhi,Chennai,185.66,17/10/2024,20/10/2024,
SHO3210,BLUEDART,22/06/2026,Delayed,Hyderabad,Bangalore,52.46,27/06/2026,,
SHO3212,FEDEX,03/02/2026,Delivered,Bangalore,Delhi,389.75,03/05/2026,04/03/2026,0
SHO3213,DHL,25/03/2026,In Transit,Mumbai,Hyderabad,364.05,30/03/2026,,
SHO3214,BLUEDART,06/11/2024,Delayed,Chennai,Mumbai,273.82,11/11/2024,,
SHO3217,FEDEX,12/03/2025,Pending,Mumbai,Bangalore,162.88,14/03/2025,,
SHO3219,BLUEDART,04/03/2026,In Transit,Chennai,Hyderabad,51.2,04/07/2026,,
SHO3221,DHL,28/06/2026,In Transit,Bangalore,Mumbai,307.65,05/07/2026,,
SHO3222,FEDEX,10/05/2024,Accepted,Mumbai,Pune,302.27,05/12/2024,,
SHO3223,DHL,24/09/2025,Delayed,Chennai,Bangalore,329.11,30/09/2025,,
SHO3229,DHL,29/12/2024,Delayed,Pune,Bangalore,474.39,04/01/2025,12/01/2025,
SHO3230,BLUEDART,02/02/2026,Pending,Hyderabad,Delhi,12.25,07/02/2026,,
SHO3232,BLUEDART,14/03/2024,Delayed,Delhi,Hyderabad,255.44,18/03/2024,20/03/2024,
SHO3233,DHL,14/12/2024,Pending,Bangalore,Chennai,24.46,20/12/2024,,
SHO3235,BLUEDART,04/01/2024,In Transit,Mumbai,Chennai,449.08,01/09/2024,,
SHO3239,DHL,22/01/2026,In Transit,Chennai,Pune,278.66,29/01/2026,,
SHO3240,FEDEX,15/05/2025,Delivered,Pune,Hyderabad,252.42,19/05/2025,19/05/2025,0
SHO3241,DHL,18/03/2024,Accepted,Pune,Hyderabad,144.03,25/03/2024,26/03/2024,
SHO3242,BLUEDART,29/12/2025,Delivered,Mumbai,Chennai,75.32,31/12/2025,04/01/2026,4
SHO3247,BLUEDART,20/08/2025,Accepted,Chennai,Bangalore,282.97,27/08/2025,,
SHO3250,DHL,19/04/2026,Delivered,Mumbai,Hyderabad,37.35,22/04/2026,25/04/2026,3
SHO3251,BLUEDART,20/07/2025,Accepted,Pune,Mumbai,391.94,27/07/2025,,
SHO3253,DHL,04/07/2024,Accepted,Chennai,Bangalore,302.51,04/12/2024,,
SHO3254,BLUEDART,15/03/2024,Delayed,Mumbai,Pune,182.16,17/03/2024,24/03/2024,
SHO3261,BLUEDART,25/12/2024,Delayed,Chennai,Pune,290.56,28/12/2024,01/02/2025,
SHO3262,FEDEX,18/10/2024,Pending,Chennai,Hyderabad,4.08,25/10/2024,,
SHO3265,FEDEX,16/08/2024,Delayed,Mumbai,Hyderabad,419.7,19/08/2024,25/08/2024,
SHO3266,DHL,29/09/2025,Pending,Delhi,Pune,485.34,06/10/2025,,
SHO3267,BLUEDART,28/03/2026,In Transit,Mumbai,Bangalore,465.25,30/03/2026,,
SHO3271,FEDEX,20/06/2026,In Transit,Pune,Delhi,388.02,24/06/2026,,
SHO3276,BLUEDART,07/06/2024,Delivered,Delhi,Pune,247.73,12/06/2024,16/06/2024,4
SHO3277,DHL,23/11/2024,In Transit,Chennai,Mumbai,23.48,28/11/2024,,
SHO3278,BLUEDART,08/01/2024,Delivered,Chennai,Pune,63.51,01/10/2024,13/01/2024,0
SHO3279,BLUEDART,22/02/2024,Delivered,Bangalore,Hyderabad,499.17,24/02/2024,29/02/2024,5
SHO3280,BLUEDART,25/10/2025,In Transit,Mumbai,Chennai,17.05,29/10/2025,,
SHO3281,BLUEDART,21/01/2026,Delayed,Hyderabad,Chennai,279.4,24/01/2026,,
SHO3283,DHL,19/05/2026,Pending,Delhi,Mumbai,212.41,24/05/2026,,
SHO3284,FEDEX,28/01/2024,In Transit,Pune,Bangalore,106.28,03/02/2024,,
SHO3287,FEDEX,10/03/2024,Pending,Chennai,Mumbai,69.33,05/10/2024,,
SHO3289,BLUEDART,04/02/2025,In Transit,Bangalore,Delhi,317.66,09/04/2025,,
SHO3290,DHL,01/10/2024,In Transit,Bangalore,Chennai,394.41,08/10/2024,,
