shipment_id,carrier,ship_date,status,origin,destination,freight_cost,Expected Delivery Date,Delivered Date,delay_days,reason
SHO2834,DHL,,Pending,Bangalore,Chennai,74.23,,,,Invalid ship date; Expected Delivery Date is missing or invalid
,BLUEDART,11/03/2024,Pending,Bangalore,Mumbai,467.07,,,,Missing shipment ID; Expected Delivery Date is missing or invalid
SHO2838,BLUEDART,08/09/2024,Delayed,Hyderabad,Bangalore,359.75,,,,Expected Delivery Date is missing or invalid
SHO2840,FEDEX,,Delayed,Delhi,Chennai,261.2,26/03/2025,04/04/2025,,Invalid ship date
SHO2843,FEDEX,06/09/2025,Accepted,Hyderabad,Pune,-74.97,13/09/2025,,,Invalid freight cost
SHO2845,DHL,,Pending,Chennai,Bangalore,355.8,10/04/2024,,,Invalid ship date
SHO2849,BLUEDART,,Delivered,Chennai,Hyderabad,28.69,15/05/2024,,,Invalid ship date; Delivered Date is missing or invalid for Delivered status
SHO2850,BLUEDART,02/03/2024,In Transit,Delhi,Mumbai,343.03,05/02/2024,,,Expected Delivery Date is before Ship Date
SHO2852,FEDEX,21/01/2024,UNKNOWN,Chennai,Bangalore,149.65,24/01/2024,,,Invalid status
SHO2853,BLUEDART,31/05/2025,Delivered,Delhi,Chennai,418.55,06/03/2025,06/08/2025,153,Expected Delivery Date is before Ship Date
SHO2855,FEDEX,30/03/2025,Delivered,Bangalore,Pune,1.49,,,,Expected Delivery Date is missing or invalid; Delivered Date is missing or invalid for Delivered status
SHO2856,DHL,31/05/2024,Pending,Mumbai,Delhi,219.74,06/04/2024,,,Expected Delivery Date is before Ship Date
SHO2858,BLUEDART,02/06/2025,Delivered,Mumbai,Pune,210.47,,09/06/2025,,Expected Delivery Date is missing or invalid
SHO2860,FEDEX,04/04/2025,Delayed,Chennai,Mumbai,-42.4,07/04/2025,16/04/2025,,Invalid freight cost
SHO2863,BLUEDART,29/03/2025,Delayed,Pune,Chennai,35.39,,04/10/2025,,Expected Delivery Date is missing or invalid
SHO2864,DHL,24/10/2024,Accepted,Bangalore,Delhi,390.31,,,,Expected Delivery Date is missing or invalid
SHO2865,BLUEDART,15/07/2025,Delayed,Chennai,Bangalore,-65.04,21/07/2025,27/07/2025,,Invalid freight cost
SHO2866,DHL,05/06/2024,IN TRANS,Chennai,Pune,465.9,07/06/2024,,,Invalid status
SHO2867,FEDEX,19/06/2025,Delivered,Mumbai,Pune,-11.05,26/06/2025,,,Delivered Date is missing or invalid for Delivered status; Invalid freight cost
SHO2868,FEDEX,16/02/2024,Delayed,Bangalore,Delhi,,20/02/2024,26/02/2024,,Invalid freight cost
SHO2871,DHL,,In Transit,Chennai,Hyderabad,-42.52,,,,Invalid ship date; Expected Delivery Date is missing or invalid; Invalid freight cost
SHO2872,FEDEX,,Pending,Bangalore,Hyderabad,,20/11/2025,,,Invalid ship date; Invalid freight cost
SHO2873,BLUEDART,29/03/2026,Delivered,Chennai,Bangalore,161.93,,05/04/2026,,Expected Delivery Date is missing or invalid
SHO2874,FEDEX,24/05/2025,Accepted,Hyderabad,Pune,-71.93,30/05/2025,,,Invalid freight cost
SHO2875,DHL,28/10/2024,In Transit,Bangalore,Chennai,269.59,11/04/2024,,,Expected Delivery Date is before Ship Date
,FEDEX,,Delivered,Bangalore,Chennai,491.89,,22/10/2024,,Missing shipment ID; Invalid ship date; Expected Delivery Date is missing or invalid
SHO2881,BLUEDART,28/04/2026,In Transit,Chennai,Mumbai,-1.68,05/04/2026,,,Expected Delivery Date is before Ship Date; Invalid freight cost
SHO2884,DHL,18/12/2024,UNKNOWN,Bangalore,Delhi,408.63,24/12/2024,,,Invalid status
SHO2885,BLUEDART,10/07/2024,UNKNOWN,Pune,Bangalore,428.55,10/10/2024,10/08/2024,,Invalid status
SHO2887,FEDEX,12/09/2024,Pending,Mumbai,Bangalore,380.23,,,,Expected Delivery Date is missing or invalid
SHO2888,BLUEDART,11/08/2025,IN TRANS,Bangalore,Hyderabad,75.72,17/08/2025,,,Invalid status
SHO2889,FEDEX,23/09/2024,Delivered,Mumbai,Bangalore,,25/09/2024,,,Delivered Date is missing or invalid for Delivered status; Invalid freight cost
SHO2890,DHL,14/06/2026,Delayed,Bangalore,Hyderabad,200.52,,21/06/2026,,Expected Delivery Date is missing or invalid
SHO2891,BLUEDART,06/08/2025,Delayed,Bangalore,Pune,-18.87,13/06/2025,18/06/2025,,Expected Delivery Date is before Ship Date; Invalid freight cost
SHO2893,FEDEX,23/09/2024,Delivered,Mumbai,Hyderabad,-29.78,,,,Expected Delivery Date is missing or invalid; Delivered Date is missing or invalid for Delivered status; Invalid freight cost
SHO2897,FEDEX,30/06/2025,In Transit,Delhi,Pune,162.87,07/02/2025,,,Expected Delivery Date is before Ship Date
SHO2898,DHL,03/12/2025,Pending,Pune,Bangalore,,,,,Expected Delivery Date is missing or invalid; Invalid freight cost
SHO2899,BLUEDART,30/06/2024,In Transit,Bangalore,Mumbai,381.73,,,,Expected Delivery Date is missing or invalid
SHO2901,DHL,11/08/2025,Pending,Hyderabad,Delhi,308.96,,,,Expected Delivery Date is missing or invalid
,BLUEDART,02/10/2026,In Transit,Hyderabad,Mumbai,45.68,15/02/2026,,,Missing shipment ID; Expected Delivery Date is before Ship Date
SHO2904,FEDEX,,Pending,Chennai,Hyderabad,129.3,07/08/2025,,,Invalid ship date
SHO2905,DHL,,In Transit,Pune,Hyderabad,364.21,,,,Invalid ship date; Expected Delivery Date is missing or invalid
SHO2906,FEDEX,28/04/2024,Delayed,Delhi,Pune,-31.63,05/03/2024,,,Expected Delivery Date is before Ship Date; Invalid freight cost
SHO2907,DHL,,Pending,Mumbai,Pune,40.1,09/12/2025,,,Invalid ship date
SHO2908,DHL,,Delayed,Chennai,Hyderabad,-75.48,18/07/2024,20/07/2024,,Invalid ship date; Invalid freight cost
SHO2912,FEDEX,11/01/2025,Pending,Chennai,Pune,-30.44,15/01/2025,,,Invalid freight cost
SHO2913,BLUEDART,02/07/2025,Delayed,Delhi,Hyderabad,103.23,,21/02/2025,,Expected Delivery Date is missing or invalid
SHO2916,FEDEX,,IN TRANS,Mumbai,Pune,-75.68,17/07/2024,,,Invalid ship date; Invalid status; Invalid freight cost
SHO2917,DHL,19/11/2025,UNKNOWN,Pune,Hyderabad,182.12,,29/11/2025,,Invalid status; Expected Delivery Date is missing or invalid
SHO2920,BLUEDART,,Pending,Pune,Hyderabad,103.92,20/09/2024,,,Invalid ship date
SHO2921,DHL,22/06/2026,IN TRANS,Bangalore,Mumbai,-6.75,24/06/2026,,,Invalid status; Invalid freight cost
SHO2923,DHL,17/08/2025,Delivered,Mumbai,Delhi,102.39,,20/08/2025,,Expected Delivery Date is missing or invalid
SHO2924,DHL,,In Transit,Bangalore,Delhi,350.84,21/10/2025,,,Invalid ship date
SHO2926,FEDEX,15/05/2025,IN TRANS,Bangalore,Delhi,405.93,18/05/2025,,,Invalid status
SHO2927,BLUEDART,06/04/2024,Delivered,Mumbai,Pune,,10/04/2024,10/04/2024,0,Invalid freight cost
SHO2928,BLUEDART,19/01/2024,UNKNOWN,Hyderabad,Chennai,448.92,21/01/2024,30/01/2024,,Invalid status
SHO2930,DHL,09/12/2025,Delivered,Bangalore,Chennai,437.21,,15/09/2025,,Expected Delivery Date is missing or invalid; Delivered Date is before Ship Date
SHO2933,FEDEX,01/03/2024,Accepted,Hyderabad,Mumbai,320.28,06/01/2024,,,Expected Delivery Date is before Ship Date
SHO2938,DHL,,Pending,Mumbai,Bangalore,6.4,,,,Invalid ship date; Expected Delivery Date is missing or invalid
SHO2939,FEDEX,06/11/2025,Delivered,Pune,Hyderabad,-37.28,13/11/2025,14/11/2025,1,Invalid freight cost
SHO2940,BLUEDART,02/05/2026,Delivered,Delhi,Bangalore,,09/05/2026,08/05/2026,0,Invalid freight cost
SHO2941,DHL,,Delivered,Chennai,Delhi,418.86,07/01/2026,29/06/2026,173,Invalid ship date
SHO2947,FEDEX,28/08/2025,Pending,Mumbai,Chennai,362.98,09/01/2025,,,Expected Delivery Date is before Ship Date
SHO2948,DHL,,Delivered,Hyderabad,Pune,-70.64,04/06/2025,10/04/2025,0,Invalid ship date; Invalid freight cost
SHO2949,DHL,14/12/2025,Delayed,Bangalore,Mumbai,499.36,,26/12/2025,,Expected Delivery Date is missing or invalid
SHO2950,DHL,29/09/2025,Delayed,Mumbai,Chennai,484.07,10/01/2025,,,Expected Delivery Date is before Ship Date
SHO2951,DHL,13/06/2025,Delayed,Delhi,Mumbai,-53.85,16/06/2025,18/06/2025,,Invalid freight cost
SHO2952,DHL,03/03/2024,Delivered,Delhi,Mumbai,166.27,,03/07/2024,,Expected Delivery Date is missing or invalid
SHO2953,DHL,,Pending,Hyderabad,Pune,,20/04/2026,,,Invalid ship date; Invalid freight cost
SHO2954,BLUEDART,01/12/2024,Pending,Bangalore,Delhi,-22.74,18/01/2024,,,Expected Delivery Date is before Ship Date; Invalid freight cost
SHO2957,BLUEDART,06/02/2024,Delayed,Bangalore,Hyderabad,-38.5,10/02/2024,12/02/2024,,Invalid freight cost
SHO2961,DHL,,Accepted,Bangalore,Pune,142.75,,,,Invalid ship date; Expected Delivery Date is missing or invalid
SHO2963,BLUEDART,,In Transit,Bangalore,Mumbai,394.76,20/06/2026,,,Invalid ship date
SHO2965,BLUEDART,,Delayed,Chennai,Bangalore,65.75,20/02/2026,22/02/2026,,Invalid ship date
SHO2966,FEDEX,,Delivered,Bangalore,Hyderabad,316.05,10/09/2024,,,Invalid ship date; Delivered Date is missing or invalid for Delivered status
SHO2967,FEDEX,08/12/2025,IN TRANS,Delhi,Bangalore,-68.39,,,,Invalid status; Expected Delivery Date is missing or invalid; Invalid freight cost
SHO2968,BLUEDART,27/07/2025,Delivered,Hyderabad,Mumbai,408.94,02/08/2025,,,Delivered Date is missing or invalid for Delivered status
SHO2971,FEDEX,,IN TRANS,Hyderabad,Chennai,-6.82,,,,Invalid ship date; Invalid status; Expected Delivery Date is missing or invalid; Invalid freight cost
SHO2973,BLUEDART,05/11/2025,Delayed,Bangalore,Mumbai,303.71,15/05/2025,23/05/2025,,Expected Delivery Date is before Ship Date
SHO2975,DHL,,In Transit,Delhi,Chennai,204.55,10/11/2025,,,Invalid ship date
SHO2978,BLUEDART,04/01/2026,UNKNOWN,Mumbai,Pune,257.02,,,,Invalid status; Expected Delivery Date is missing or invalid
SHO2979,BLUEDART,,Delivered,Chennai,Pune,28.69,22/03/2026,26/03/2026,4,Invalid ship date
SHO2981,FEDEX,21/10/2024,UNKNOWN,Pune,Chennai,497.09,27/10/2024,,,Invalid status
SHO2982,DHL,29/06/2024,In Transit,Delhi,Bangalore,-59.08,04/07/2024,,,Invalid freight cost
SHO2983,FEDEX,,Pending,Bangalore,Pune,-43.28,25/01/2024,,,Invalid ship date; Invalid freight cost
SHO2985,BLUEDART,17/05/2026,IN TRANS,Hyderabad,Bangalore,163.91,21/05/2026,,,Invalid status
,FEDEX,,IN TRANS,Hyderabad,Bangalore,143.25,06/01/2025,,,Missing shipment ID; Invalid ship date; Invalid status
SHO2989,BLUEDART,05/01/2025,Delivered,Hyderabad,Chennai,-0.75,03/05/2025,08/05/2025,5,Invalid freight cost
SHO2990,BLUEDART,11/10/2024,Accepted,Chennai,Hyderabad,408.3,,,,Expected Delivery Date is missing or invalid
SHO2991,BLUEDART,25/06/2026,In Transit,Mumbai,Bangalore,345.61,07/02/2026,,,Expected Delivery Date is before Ship Date
SHO2992,DHL,05/06/2025,IN TRANS,Chennai,Mumbai,208.76,05/12/2025,,,Invalid status
SHO2993,FEDEX,,UNKNOWN,Chennai,Mumbai,,21/11/2024,23/11/2024,,Invalid ship date; Invalid status; Invalid freight cost
SHO2994,DHL,,Delayed,Mumbai,Pune,-1.9,07/08/2025,08/11/2025,,Invalid ship date; Invalid freight cost
SHO2995,FEDEX,21/11/2024,Delayed,Hyderabad,Mumbai,-34.21,24/11/2024,,,Invalid freight cost
,DHL,,Delayed,Pune,Delhi,322.76,,05/12/2025,,Missing shipment ID; Invalid ship date; Expected Delivery Date is missing or invalid
SHO2999,FEDEX,16/05/2026,Delivered,Delhi,Mumbai,264.27,,19/05/2026,,Expected Delivery Date is missing or invalid
SHO3003,DHL,16/06/2026,IN TRANS,Mumbai,Bangalore,304.5,23/06/2026,,,Invalid status
SHO3004,BLUEDART,06/03/2026,Pending,Hyderabad,Chennai,-16.57,03/08/2026,,,Invalid freight cost
SHO3005,BLUEDART,28/12/2024,Pending,Mumbai,Delhi,-55.62,31/12/2024,,,Invalid freight cost
SHO3006,DHL,,Delayed,Delhi,Mumbai,282.0,02/07/2026,,,Invalid ship date
SHO3007,DHL,16/11/2025,UNKNOWN,Hyderabad,Chennai,301.6,19/11/2025,,,Invalid status
SHO3008,BLUEDART,29/04/2024,UNKNOWN,Chennai,Bangalore,6.92,05/01/2024,,,Invalid status; Expected Delivery Date is before Ship Date
SHO3009,DHL,13/08/2025,Pending,Mumbai,Delhi,,,,,Expected Delivery Date is missing or invalid; Invalid freight cost
SHO3010,FEDEX,08/02/2024,Delayed,Pune,Mumbai,,,14/02/2024,,Expected Delivery Date is missing or invalid; Invalid freight cost
SHO3011,FEDEX,02/07/2024,Pending,Chennai,Delhi,84.69,07/06/2024,,,Expected Delivery Date is before Ship Date
SHO3012,FEDEX,10/09/2025,Delivered,Hyderabad,Pune,12.41,13/09/2025,,,Delivered Date is missing or invalid for Delivered status
SHO3013,DHL,29/09/2025,Pending,Bangalore,Delhi,230.15,10/02/2025,,,Expected Delivery Date is before Ship Date
SHO3014,BLUEDART,,Pending,Pune,Mumbai,388.88,09/03/2025,,,Invalid ship date
SHO3015,DHL,16/12/2024,UNKNOWN,Hyderabad,Delhi,154.9,19/12/2024,,,Invalid status
SHO3016,DHL,,Delivered,Pune,Chennai,17.67,16/06/2026,20/06/2026,4,Invalid ship date
SHO3017,FEDEX,,In Transit,Pune,Chennai,356.9,29/03/2025,,,Invalid ship date
SHO3018,BLUEDART,26/05/2026,Delayed,Hyderabad,Chennai,-3.0,30/05/2026,06/03/2026,,Invalid freight cost
SHO3020,DHL,13/10/2025,IN TRANS,Chennai,Hyderabad,437.38,,,,Invalid status; Expected Delivery Date is missing or invalid
SHO3021,DHL,24/08/2024,UNKNOWN,Bangalore,Chennai,358.75,28/08/2024,,,Invalid status
SHO3022,BLUEDART,28/01/2025,IN TRANS,Mumbai,Pune,247.83,02/04/2025,,,Invalid status
SHO3023,FEDEX,21/04/2026,Accepted,Bangalore,Chennai,-46.54,26/04/2026,,,Invalid freight cost
SHO3024,DHL,24/11/2024,UNKNOWN,Pune,Hyderabad,381.14,26/11/2024,29/11/2024,,Invalid status
,FEDEX,12/07/2024,In Transit,Pune,Hyderabad,11.06,17/07/2024,,,Missing shipment ID
SHO3027,FEDEX,06/05/2026,Pending,Pune,Delhi,352.78,,,,Expected Delivery Date is missing or invalid
SHO3029,BLUEDART,29/07/2025,UNKNOWN,Hyderabad,Chennai,438.11,08/04/2025,,,Invalid status; Expected Delivery Date is before Ship Date
SHO3031,FEDEX,,IN TRANS,Hyderabad,Bangalore,277.08,18/05/2026,,,Invalid ship date; Invalid status
SHO3035,BLUEDART,16/04/2024,Delivered,Bangalore,Hyderabad,,18/04/2024,18/04/2024,0,Invalid freight cost
SHO3036,BLUEDART,15/03/2025,Pending,Mumbai,Chennai,95.86,,,,Expected Delivery Date is missing or invalid
SHO3040,BLUEDART,15/01/2024,In Transit,Mumbai,Pune,,,,,Expected Delivery Date is missing or invalid; Invalid freight cost
SHO3041,DHL,07/11/2025,Delivered,Delhi,Hyderabad,74.43,15/07/2025,13/07/2025,0,Expected Delivery Date is before Ship Date; Delivered Date is before Ship Date
SHO3042,FEDEX,09/01/2024,Accepted,Chennai,Mumbai,-8.48,15/01/2024,,,Invalid freight cost
SHO3043,FEDEX,04/11/2025,Pending,Delhi,Bangalore,252.64,15/04/2025,,,Expected Delivery Date is before Ship Date
SHO3044,BLUEDART,,Delayed,Bangalore,Hyderabad,26.02,,,,Invalid ship date; Expected Delivery Date is missing or invalid
SHO3045,BLUEDART,10/12/2025,Delivered,Chennai,Mumbai,96.14,19/10/2025,,,Delivered Date is missing or invalid for Delivered status; Expected Delivery Date is before Ship Date
SHO3046,FEDEX,25/03/2025,Delayed,Bangalore,Hyderabad,-6.5,04/01/2025,10/04/2025,,Expected Delivery Date is before Ship Date; Invalid freight cost
SHO3047,DHL,24/07/2024,Delivered,Hyderabad,Chennai,-34.86,,26/07/2024,,Expected Delivery Date is missing or invalid; Invalid freight cost
SHO3048,DHL,11/07/2025,Accepted,Pune,Chennai,,,19/07/2025,,Expected Delivery Date is missing or invalid; Invalid freight cost
SHO3054,FEDEX,29/10/2025,UNKNOWN,Hyderabad,Chennai,329.5,04/11/2025,11/07/2025,,Invalid status
,FEDEX,25/05/2026,Accepted,Mumbai,Delhi,289.28,27/05/2026,,,Missing shipment ID
SHO3057,FEDEX,,Delivered,Mumbai,Hyderabad,424.13,,,,Invalid ship date; Expected Delivery Date is missing or invalid; Delivered Date is missing or invalid for Delivered status
SHO3058,BLUEDART,02/06/2025,Pending,Chennai,Bangalore,318.18,06/05/2025,,,Expected Delivery Date is before Ship Date
SHO3062,BLUEDART,01/04/2026,Accepted,Delhi,Hyderabad,489.74,,,,Expected Delivery Date is missing or invalid
SHO3063,BLUEDART,23/09/2024,UNKNOWN,Hyderabad,Pune,-39.54,27/09/2024,,,Invalid status; Invalid freight cost
SHO3064,FEDEX,21/01/2024,Delivered,Bangalore,Hyderabad,62.74,,29/01/2024,,Expected Delivery Date is missing or invalid
SHO3065,FEDEX,,In Transit,Delhi,Chennai,470.25,,,,Invalid ship date; Expected Delivery Date is missing or invalid
SHO3066,DHL,06/01/2026,IN TRANS,Delhi,Chennai,449.84,,,,Invalid status; Expected Delivery Date is missing or invalid
SHO3068,DHL,03/09/2025,In Transit,Chennai,Hyderabad,213.43,15/03/2025,,,Expected Delivery Date is before Ship Date
SHO3069,FEDEX,,Pending,Mumbai,Bangalore,-28.62,15/08/2025,,,Invalid ship date; Invalid freight cost
SHO3070,DHL,,IN TRANS,Delhi,Hyderabad,-47.59,03/10/2024,,,Invalid ship date; Invalid status; Invalid freight cost
SHO3071,FEDEX,,In Transit,Chennai,Delhi,461.12,,,,Invalid ship date; Expected Delivery Date is missing or invalid
SHO3073,BLUEDART,08/10/2024,Delivered,Chennai,Bangalore,189.35,15/08/2024,13/08/2024,0,Expected Delivery Date is before Ship Date; Delivered Date is before Ship Date
,DHL,,Pending,Mumbai,Hyderabad,154.71,,,,Missing shipment ID; Invalid ship date; Expected Delivery Date is missing or invalid
SHO3075,FEDEX,23/02/2024,IN TRANS,Chennai,Bangalore,348.45,25/02/2024,,,Invalid status
SHO3079,DHL,,Delivered,Pune,Chennai,52.08,17/08/2025,18/08/2025,1,Invalid ship date
SHO3081,FEDEX,25/12/2024,Delayed,Pune,Hyderabad,,,02/01/2025,,Expected Delivery Date is missing or invalid; Invalid freight cost
SHO3082,FEDEX,,Delayed,Mumbai,Bangalore,343.51,06/08/2024,,,Invalid ship date
SHO3083,FEDEX,,In Transit,Chennai,Bangalore,32.77,04/05/2025,,,Invalid ship date
SHO3084,FEDEX,,In Transit,Delhi,Chennai,345.08,13/09/2025,,,Invalid ship date
SHO3085,BLUEDART,25/11/2025,UNKNOWN,Delhi,Mumbai,483.29,02/12/2025,,,Invalid status
SHO3086,DHL,,Delayed,Mumbai,Chennai,409.4,,,,Invalid ship date; Expected Delivery Date is missing or invalid
,FEDEX,21/02/2025,Delivered,Pune,Bangalore,153.41,26/02/2025,,,Missing shipment ID; Delivered Date is missing or invalid for Delivered status
SHO3093,DHL,,Pending,Bangalore,Mumbai,37.39,06/07/2024,,,Invalid ship date
SHO3097,BLUEDART,19/09/2024,Delivered,Chennai,Hyderabad,45.74,,27/09/2024,,Expected Delivery Date is missing or invalid
SHO3098,BLUEDART,12/06/2026,UNKNOWN,Hyderabad,Pune,468.12,18/06/2026,23/06/2026,,Invalid status
SHO3099,DHL,28/05/2026,UNKNOWN,Mumbai,Chennai,341.56,30/05/2026,06/01/2026,,Invalid status
SHO3102,DHL,25/01/2025,Delivered,Bangalore,Hyderabad,256.52,,25/01/2025,,Expected Delivery Date is missing or invalid
SHO3104,BLUEDART,19/03/2026,UNKNOWN,Hyderabad,Chennai,230.24,21/03/2026,,,Invalid status
SHO3105,DHL,,Delayed,Delhi,Mumbai,168.76,06/06/2026,13/06/2026,,Invalid ship date
SHO3107,BLUEDART,29/06/2024,IN TRANS,Delhi,Chennai,499.11,01/07/2024,,,Invalid status
SHO3109,FEDEX,04/07/2024,In Transit,Chennai,Hyderabad,-36.34,,,,Expected Delivery Date is missing or invalid; Invalid freight cost
SHO3113,FEDEX,31/05/2025,Delivered,Delhi,Pune,45.11,06/05/2025,06/06/2025,31,Expected Delivery Date is before Ship Date
,FEDEX,04/08/2024,Accepted,Bangalore,Hyderabad,38.62,04/12/2024,17/04/2024,,Missing shipment ID
SHO3116,FEDEX,18/06/2025,Pending,Bangalore,Delhi,354.13,,,,Expected Delivery Date is missing or invalid
SHO3118,FEDEX,,Delayed,Delhi,Pune,134.65,09/03/2024,17/03/2024,,Invalid ship date
SHO3120,FEDEX,,Pending,Hyderabad,Bangalore,462.32,13/07/2024,,,Invalid ship date
SHO3122,BLUEDART,,IN TRANS,Bangalore,Hyderabad,367.53,18/03/2026,,,Invalid ship date; Invalid status
SHO3123,FEDEX,25/11/2025,In Transit,Pune,Bangalore,-54.27,12/02/2025,,,Expected Delivery Date is before Ship Date; Invalid freight cost
SHO3127,BLUEDART,27/01/2025,Delivered,Chennai,Bangalore,-61.99,29/01/2025,28/01/2025,0,Invalid freight cost
,FEDEX,17/02/2024,Delivered,Bangalore,Hyderabad,262.94,22/02/2024,27/02/2024,5,Missing shipment ID
SHO3131,BLUEDART,,Pending,Bangalore,Mumbai,16.36,,,,Invalid ship date; Expected Delivery Date is missing or invalid
SHO3132,FEDEX,28/02/2024,Accepted,Pune,Delhi,317.9,03/01/2024,03/04/2024,,Expected Delivery Date is before Ship Date
SHO3134,FEDEX,28/06/2026,Pending,Pune,Bangalore,-20.31,04/07/2026,,,Invalid freight cost
,DHL,18/08/2024,In Transit,Delhi,Pune,,21/08/2024,,,Missing shipment ID; Invalid freight cost
SHO3136,BLUEDART,27/06/2026,Accepted,Bangalore,Chennai,-27.24,03/07/2026,,,Invalid freight cost
SHO3137,FEDEX,,Delayed,Pune,Chennai,438.8,,26/05/2025,,Invalid ship date; Expected Delivery Date is missing or invalid
SHO3139,BLUEDART,,Pending,Delhi,Chennai,61.67,06/05/2024,,,Invalid ship date
,FEDEX,,Delayed,Hyderabad,Delhi,48.93,08/04/2025,08/08/2025,,Missing shipment ID; Invalid ship date
SHO3143,DHL,18/09/2024,Delivered,Hyderabad,Bangalore,287.21,,,,Expected Delivery Date is missing or invalid; Delivered Date is missing or invalid for Delivered status
SHO3144,BLUEDART,22/01/2024,Delayed,Pune,Bangalore,,24/01/2024,26/01/2024,,Invalid freight cost
SHO3145,FEDEX,04/12/2025,In Transit,Delhi,Pune,,19/04/2025,,,Expected Delivery Date is before Ship Date; Invalid freight cost
SHO3146,FEDEX,08/11/2025,Delayed,Bangalore,Hyderabad,310.71,,19/11/2025,,Expected Delivery Date is missing or invalid
SHO3147,BLUEDART,01/11/2024,Delayed,Mumbai,Hyderabad,435.19,15/01/2024,24/01/2024,,Expected Delivery Date is before Ship Date
SHO3148,DHL,15/03/2026,Delayed,Delhi,Mumbai,339.1,,30/03/2026,,Expected Delivery Date is missing or invalid
SHO3149,FEDEX,22/02/2024,Delayed,Pune,Bangalore,4.19,,29/02/2024,,Expected Delivery Date is missing or invalid
SHO3150,FEDEX,30/08/2025,IN TRANS,Bangalore,Hyderabad,37.81,06/09/2025,,,Invalid status
SHO3152,DHL,,In Transit,Hyderabad,Mumbai,107.34,,,,Invalid ship date; Expected Delivery Date is missing or invalid
SHO3153,BLUEDART,11/03/2024,UNKNOWN,Delhi,Mumbai,134.59,18/03/2024,,,Invalid status
SHO3154,DHL,04/01/2025,In Transit,Chennai,Pune,275.87,,,,Expected Delivery Date is missing or invalid
SHO3157,FEDEX,17/08/2025,UNKNOWN,Hyderabad,Bangalore,10.04,22/08/2025,,,Invalid status
SHO3160,FEDEX,,Pending,Hyderabad,Pune,47.2,,,,Invalid ship date; Expected Delivery Date is missing or invalid
